product_id,ts_create,ts_update,bank_id,status,address_id,company_id,agent_id,email_agent_id,phone_agent_id,direction_id,partner_company_id,online_id,channel_id,source_id,system_id
1,145565160.0,146504328.0,861,9,1263,17752,128,183,62,8,50,36239,5241,0,4
1,145565172.0,145936884.0,334,9,2123,17732,128,183,62,8,50,36240,37852,0,4
1,145565178.0,146505738.0,31,9,1637,14934,128,183,62,8,50,36241,37853,0,4
1,145565190.0,146504796.0,42,9,2168,11763,128,183,62,8,50,36242,37854,0,4
1,145565196.0,146238234.0,10,1,115,15522,128,183,62,8,50,36243,37855,0,4
1,145565208.0,146504952.0,28,9,938,21083,128,183,62,8,50,36244,37856,0,4
5,145565232.0,146239398.0,838,4,2954,21520,51,149,55,13,47,36245,37857,0,4
5,145565250.0,145570698.0,434,7,1033,18478,51,149,55,13,48,36246,37858,0,4
4,145565256.0,146506404.0,490,9,694,43357,6,43,0,15,91,36247,37859,0,3
5,145565262.0,145570710.0,434,7,1033,18476,51,149,55,13,48,36248,37860,0,4
5,145565262.0,145798632.0,225,9,179,32548,169,45,37,13,52,36249,37861,0,4
4,145565268.0,145937262.0,1033,9,2786,42266,6,43,0,15,91,36250,37862,0,3
5,145565274.0,145458438.0,285,9,1909,23654,169,45,37,13,52,36251,37863,0,4
5,145565280.0,146237556.0,227,9,226,34459,169,45,37,13,52,36252,37864,0,4
5,145565286.0,145798632.0,258,9,179,34551,169,45,37,13,52,36253,37865,0,4
5,145565292.0,146239656.0,346,7,1536,17593,51,149,55,13,47,36254,37866,0,4
5,145565292.0,145977240.0,285,9,1892,23917,169,45,37,13,52,36255,37867,0,4
5,145565298.0,145937112.0,250,9,687,31572,169,45,37,13,52,36256,37868,0,4
5,145565316.0,146505732.0,808,9,1809,11168,169,45,37,13,52,36257,37869,0,4
5,145565322.0,145946346.0,7,8,2250,9966,169,45,37,13,52,36258,37870,0,4
5,145565328.0,145641738.0,309,7,1659,16001,169,45,37,13,52,36259,37871,0,4
5,145565340.0,146506404.0,225,9,2966,34191,169,45,37,13,52,36260,37872,0,4
5,145565346.0,146504142.0,1013,9,2003,9060,169,45,37,13,52,36261,37873,0,4
5,145565358.0,146506512.0,875,9,1443,19105,169,45,37,13,52,36262,37874,0,4
5,145565364.0,145189470.0,1013,9,596,9092,169,45,37,13,52,36263,37875,0,4
5,145565370.0,145979364.0,341,9,382,17152,169,45,37,13,52,36264,37876,0,4
5,145565382.0,146504142.0,1013,9,2003,9059,169,45,37,13,52,36265,37851,0,4
5,145565394.0,146238900.0,338,9,1561,17711,169,45,37,13,52,36266,37877,0,4
5,145565406.0,145930488.0,1007,1,437,8886,169,45,37,13,52,36267,37850,0,4
5,145565412.0,146502672.0,1009,9,2497,8887,169,45,37,13,52,36268,37848,0,4
5,145565418.0,145930488.0,1009,1,437,8886,169,45,37,13,52,36198,37823,0,4
5,145565424.0,145937448.0,345,7,1384,17459,147,152,23,14,82,36199,37824,0,4
5,145565424.0,146234322.0,980,8,2339,7794,169,45,37,13,52,36200,37825,0,4
5,145565430.0,145193958.0,730,5,2550,5627,169,45,37,13,52,36201,37826,0,4
5,145565442.0,146503896.0,982,9,2477,7778,169,45,37,13,52,36202,37827,0,4
5,145565448.0,146504880.0,339,9,2364,17528,169,45,37,13,52,36203,37828,0,4
5,145565454.0,145190994.0,729,9,3575,5626,169,45,37,13,52,36204,37829,0,4
5,145565466.0,145570698.0,959,5,3184,13725,169,45,37,13,53,36205,37830,0,4
5,145565472.0,146504886.0,339,9,2364,17527,169,45,37,13,52,36206,37831,0,4
5,145565484.0,145598082.0,723,7,2494,1134,169,45,37,13,52,36207,37832,0,4
5,145565496.0,146506404.0,226,9,2966,17472,169,45,37,13,52,36208,37833,0,4
5,145565502.0,146505246.0,342,9,2379,17237,169,45,37,13,52,36209,37834,0,4
5,145565514.0,146233458.0,986,9,3798,7916,169,45,37,13,52,36210,37835,0,4
5,145565520.0,146505726.0,1025,9,44,31025,169,45,37,13,52,36211,37836,0,4
5,145565526.0,146504316.0,881,9,3523,22551,169,45,37,13,52,36212,37837,0,4
5,145565532.0,145189254.0,601,7,2813,22328,169,45,37,13,52,36213,37838,0,4
5,145565544.0,146504916.0,328,7,3330,16721,169,45,37,13,52,36214,37839,0,4
5,145565556.0,145570698.0,204,5,3184,2472,169,45,37,13,53,36215,37840,0,4
5,145565562.0,145189248.0,608,7,2813,21727,169,45,37,13,52,36216,37841,0,4
13,145565562.0,145570710.0,626,7,3376,40342,23,161,0,11,29,36217,37842,0,3
5,145565562.0,146504988.0,897,9,2047,15091,103,62,9,14,18,36218,37843,0,4
5,145565568.0,146503602.0,973,9,2393,8283,169,45,37,13,52,36219,37844,0,4
5,145565574.0,145944828.0,332,7,509,16795,169,45,37,13,52,36220,37845,0,4
5,145565586.0,145977348.0,994,1,932,9396,169,45,37,13,52,36221,37846,0,4
5,145565592.0,145570776.0,204,5,3184,2471,169,45,37,13,53,36222,37847,0,4
5,145565598.0,145945512.0,312,7,2995,16235,169,45,37,13,52,36223,37849,0,4
5,145565610.0,145976388.0,985,8,3047,8091,169,45,37,13,52,36224,37878,0,4
5,145565616.0,145193490.0,1034,1,3525,9589,169,45,37,13,52,36225,37879,0,4
5,145565646.0,146505690.0,884,9,3183,41642,103,62,9,14,18,36226,37880,0,4
5,145565670.0,146505702.0,884,9,3183,47412,103,62,9,14,18,36227,37910,0,4
12,145565688.0,146504946.0,808,9,1809,31719,23,161,0,11,29,36228,37911,0,3
5,145565694.0,146505924.0,885,9,1424,47400,103,62,9,14,18,36229,37912,0,4
20,145565694.0,146505924.0,887,9,1424,37518,23,161,0,11,29,36230,37913,0,3
5,145565724.0,146505690.0,894,9,3183,47513,103,62,9,14,18,36231,37914,0,4
5,145565760.0,146506296.0,64,9,2881,25568,165,46,56,14,33,36232,37915,0,4
5,145565994.0,146502150.0,521,5,1460,4872,169,45,37,13,52,36233,37916,0,4
5,145566012.0,146238150.0,108,9,2004,30597,169,45,37,13,52,36234,37917,0,4
5,145566030.0,145570710.0,363,5,1503,3377,169,45,37,13,53,36235,37918,0,4
5,145566048.0,146506308.0,521,5,1772,4871,169,45,37,13,52,36236,37919,0,4
5,145566066.0,146505018.0,777,9,884,24165,169,45,37,13,52,36237,37920,0,4
5,145566084.0,146238420.0,99,9,3086,29792,169,45,37,13,52,36238,37921,0,4
5,145566090.0,145570740.0,1034,7,1692,7853,169,45,37,13,53,36157,37923,0,4
5,145566096.0,145566096.0,1033,2,0,9588,169,45,37,13,53,36158,37936,0,4
5,145566096.0,145941714.0,540,5,85,5057,169,45,37,13,52,36159,37924,0,4
